doctorID,hospital,name,designation,specilization,department,location,profilelink,about,milestones
Medanta011,Medanta,Dr. Praveen Khilnani,Chairman,Pediatric Intensive Care | Pediatric Pulmonology | MBBS | MD (Anesthesia) | paediatrics Residency | Pediatric Critical Care Fellowship: Pediatric Cardiac Intensive Care,Paediatric Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-praveen-khilnani,"About Dr. Praveen Khilnani

Vishisht Chikitsa Ratan Award from the Indian Medical Association US board-certified pediatrician and pediatric intensivist The only Indian to receive MCCM a prestigious award (master of critical care medicine ) by American college of critical care medicine.

A pioneer of pediatric critical care in India with over four decades of experience, Dr Khilnani is an expert in pediatric pulmonology, neonatal and pediatric bronchoscopy, and specialized care of critically ill infants. A recipient of the prestigious Master of Critical Care Medicine from the American College of Critical Care Medicine, and Vishisht Chikitsa Ratan Award from the Indian Medical Association, he did his Fellowship in Pediatric Critical Care, Cardiac Critical Care and Newborn Intensive Care from the Harvard Medical School (Massachusetts General Hospital and Boston Childrens Hospital... Continue Reading","Milestones Achieved
Vishisht Chikitsa Ratan award (for pediatric critical care Education in India)Indian Medical association (Delhi)2012
2012
Member National committee on Brain Death guidelines 2013
2013
Member National committee on Guidelines for Status epilepticus 2014
2014
Master of critical care medicine 20l8 (MCCM) (American college of critical care medicine)
2018
Champion of Hematology Glennon children hospital ,St. Louis 1986
1986
Founder Chairman Pediatric section oflndian Society of Critical care medicine 2000
2000
Chairman , Guidelines committee Guidelines for Pediatric intensive care in India 2003
2003
Academic Registrar: College of Pediatric Critical Care ,India
-
Committee member: ISCCM End of life guidelines Section Incharge :ISCCM Newsbulletin Pediatric section
-
Fellow American college ofcritical care medicine, SCCM, USA Fellow Indian college of critical care medicine(FICCM)2012
2012
Vishisht Chikitsa Ratan award (for pediatric critical care Education in India)Indian Medical association (Delhi)2012
2012
Member National committee on Brain Death guidelines 2013
2013
Member National committee on Guidelines for Status epilepticus 2014
2014
Master of critical care medicine 20l8 (MCCM) (American college of critical care medicine)
2018
Champion of Hematology Glennon children hospital ,St. Louis 1986
1986
Founder Chairman Pediatric section oflndian Society of Critical care medicine 2000
2000
Chairman , Guidelines committee Guidelines for Pediatric intensive care in India 2003
2003
Academic Registrar: College of Pediatric Critical Care ,India
-
Committee member: ISCCM End of life guidelines Section Incharge :ISCCM Newsbulletin Pediatric section
-
Fellow American college ofcritical care medicine, SCCM, USA Fellow Indian college of critical care medicine(FICCM)2012
2012
Vishisht Chikitsa Ratan award (for pediatric critical care Education in India)Indian Medical association (Delhi)2012
2012
Member National committee on Brain Death guidelines 2013
2013
Member National committee on Guidelines for Status epilepticus 2014
2014
Master of critical care medicine 20l8 (MCCM) (American college of critical care medicine)
2018"
Medanta012,Medanta,Dr. R. R. Kasliwal,Chairman,Critical Cardiac Care | Preventive Cardiology | Early Detection of Arteriosclerosis | Acute Coronary Syndrome | D.M. (Cardiology) | M.D. (General Medicine) | M.B.B.S.,Cardiac Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-r-r-kasliwal,"About Dr. R. R. Kasliwal

Won over 150 highly prestigious awards and contributed to over 200 publications.
Known for developing non-invasive techniques for coronary artery diseases
Trained numerous doctors both nationally and internationally and guest edited several books on cardiology

Dr. R. R. Kasliwal career has seen him win over 150 highly prestigious accolades and awards and contribute to over 200 publications. Known for developing and applying non-invasive techniques for early detection and prevention of coronary artery diseases, Dr. Kasliwal has also trained numerous doctors both nationally and internationally and guest edited several books on cardiology. Dr. Kasliwal leads Clinical & Preventive Cardiology, Community Outreach and Education at Medanta-The Medicity where, over the last 15 years, various cities & towns spread over 22 states in India and across Africa hav... Continue Reading","Milestones Achieved
Lifetime Achievement Award for outstanding contribution in the field of Preventive Cardiology by Health Minister of Nepal
2008
DMA Distinguished Service Award
2008
Lifetime Achievement Award for outstanding contribution in the field of Cardiology at World Congress on Clinical & Preventive Geriatrics Cardiology
-
Dr B C Roy National Award, Best Talent for encouraging development of specialties within Medicine
Lifetime Achievement Award for outstanding contribution in the field of Clinical and Preventive Cardiology by the President of India
2008
Lifetime Achievement Award for outstanding contribution in the field of Community Cardiology by Rana Pratap Sewa Samiti
2008
Lifetime Achievement Award for outstanding contribution in the field of Preventive Cardiology by Health Minister of Nepal
2008
DMA Distinguished Service Award
2008
Lifetime Achievement Award for outstanding contribution in the field of Cardiology at World Congress on Clinical & Preventive Geriatrics Cardiology
-
Dr B C Roy National Award, Best Talent for encouraging development of specialties within Medicine
Lifetime Achievement Award for outstanding contribution in the field of Clinical and Preventive Cardiology by the President of India
2008
Lifetime Achievement Award for outstanding contribution in the field of Community Cardiology by Rana Pratap Sewa Samiti
2008
Lifetime Achievement Award for outstanding contribution in the field of Preventive Cardiology by Health Minister of Nepal
2008
DMA Distinguished Service Award
2008
Lifetime Achievement Award for outstanding contribution in the field of Cardiology at World Congress on Clinical & Preventive Geriatrics Cardiology
-
Dr B C Roy National Award, Best Talent for encouraging development of specialties within Medicine"
Medanta013,Medanta,Dr. Rajesh Ahlawat,Group Chairman,Robotic Kidney Transplant | Endourology | Laparoscopic and Robotic Urology | Nephrectomy | Acute Kidney Injury | Chronic Kidney Disease & Failure | Urological Cancer | Urological Reconstructive Surgery | MCh (Urology) | MNAMS (General Surgery) | MS (General Surgery) | MBBS,Renal Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-rajesh-ahlawat,notKnown,notKnown
Medanta014,Medanta,Dr. Rajesh Rajput,Director,"Diabetes Uncontrolled/complicated, Diabetes in Pregnancy, Diabetes in children/young /adults | Obesity- Adult & Pediatric | Thyroid Disorder – Adult & Pediatric | Menstrual disorder, PCOD, Hyperprolactinemia Hirsutism | Cholesterol/Lipid disorder | Uncontrolled hypertension/Endocrine hypertension | Metabolic bone diseases/Osteoporosis | Growth/Puberty Issues in children | DM ( Endocrinology ) PGIMER Chandigarh | MD (Medicine) Gandhi Medical College Bhopal | MBBS Gandhi Medical College Bhopal",Endocrinology & Diabetes,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/endocrinology-diabetology/doctor/dr-rajesh-rajput,notKnown,notKnown
Medanta015,Medanta,Dr. Rajiv Parakh,Chairman,"Carotid Artery Surgery / Stenting | Peripheral Open & Endovascular Surgery | Peripheral Angioplasty | Varicose Veins - EVLT / RFA / Venaseal | Dialysis Vascular Access - Permacath / AV Fistula / AV Graft / Fistula Salvage | EVAR - Endo Vascular Aneurysm Repair | Embolisation of Vascular Malformation, UAE, PAE | Vascular Trauma | FRCS | MS (Surgery) | M.B.B.S",Peripheral Vascular and Endovascular Sciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/vascular-surgery/doctor/dr-rajiv-parakh,"About Dr. Rajiv Parakh

Specialist in peripheral vascular and endovascular surgery
National convener for teaching programme by the National Board of Examiners
Vice President of the International Society for Vascular Surgery

Dr. Rajiv Parakh completed his Fellowship of the Royal College of Surgeons in the United Kingdom in 1986, & trained inVascular Surgery in United Kingdom before returning to India to set up one of the first independent Department of Vascular Surgery in 1990. He is the founder member of the Vascular Society of India, and Endo-vascular Intervention Society of India and is a Life Member of the Society of Vascular Surgery. He was elected as Secretary of the International Society for Vascular Surgery, New York, USA in 2007. Started the first government-recognised teaching program in vascular surgery... Continue Reading","Milestones Achieved
Sushil Malik Oration, Indian Medical Association, 2009
2009
Prof. Hari Vaishnava Oration by Delhi Medical Association, 2008
2008
Organizing Chairman 13th Annual Conference of Vascular by Society of India attended by the President and Treasurer of the Vascular Society of Great Britain, and the Editor of the European Journal of Vascular Surgery, 2006
2006
Organising Chairman of Annual Conference CIDAAP Since 2018
2018"
Medanta016,Medanta,Dr. Rajneesh Kapoor,Chairman,"Open Heart Surgery | Congenital Heart Disease | Heart Transplant | Cardiac Interventions | Percutaneous Aortic Valve Replacement (TAVI/TAVR) | Percutaneous Mitral Valve Replacement (TMVR) | Percutaneous Mitra Clip Implantation | Percutaneous Tricuspid Valve Replacement (PTRI) | Coronary Angiography, Angioplasty & Stenting | Carotid & Renal Angiography & Angioplasty & Stenting (PTA) | Balloon Mitral Valvuloplasty (BMV) | Abdominal Aortic Aneurysm (AAA) | ASD/VSD closure | Diplomate National Board (DNB) | MD (Internal Medicine) | M.B.B.S.",Cardiac Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-rajneesh-kapoor,"About Dr. Rajneesh Kapoor

Successfully performed many coronary & structural heart interventions
Over 250 articles and reviews in various national and international medical journals
Awarded “Punjab Ratan” by capt. Amrinder Singh in 2018

Dr. Rajneesh Kapoor is a leading cardiologist and chairman of Interventional Cardiology at Medanta the Medicity Gurgaon, India. He is recognized as Indias most promising Cardiologist by our honorable Minister of Health Dr Bharti Pawar in 2022. He has been awarded for success and achievement in the field of Cardiology with PUNJAB RATAN by Captain Amrinder Singh in 2018.","Milestones Achieved
MAMCOS ORATION in the field of angioplasty in India
2010
India’s Most Promising Cardiologist by Hon’ Minister of health Dr Bharti Pawar in 2022
2022
Punjab Ratan Award by Captain Amrinder Singh in 2018
2018"
Medanta017,Medanta,Dr. Rakesh Kumar Khazanchi,Chairman,Cosmetic Surgery | Reconstructive Surgery | Vascular Malformations | Brachial Plexus Surgery | Fellowship (Microsurgery) | Mch & (Plastic Surgery) | MS (Surgery) | MBBS,"Plastic, Aesthetic and Reconstructive Surgery",Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/plastic-surgery/doctor/dr-rakesh-kumar-khazanchi,"About Dr. Rakesh Kumar Khazanchi

Over 25 years of surgical experience
Specializes in cosmetic surgery, reconstructive microsurgery, vascular malformations, replantation of amputated parts and head & neck reconstruction
Undertaken twenty-two national and international research projects

Dr. Rakesh Khazanchi is the secretary General of 15th World Congress of the International Confederation for Plastic, Reconstructive and Aesthetic Surgery (IPRAS 2009). He has over 25 years of surgical experience and specializes in cosmetic surgery, reconstructive microsurgery, vascular malformations, replantation of amputated parts and head & neck reconstruction. He has also undertaken twenty-two research projects, published more than 60 papers in national and international journals, contributed 4 chapters in textbooks and edited and authored a book on Plastic Surgery for General Surgeons.","Milestones Achieved
Visiting Professor to Armed Forces Medical College, Pune, Ethicon Visiting Professorship in Microsurgery
Peet Prize for Best paper presented- “Salvage of Chronic Limb Ischaemia by microvascular omental auto transplantation"", Annual Conference Association of Plastic Surgeons of India, Goa
1999
Gold Medal by Punjab University, Chandigarh (MBBS), CMC Ludhiana, Punjab University
1983
Distinction in MS (Surgery), CMC Ludhiana, Punjab University,
1980
Gave a “Master class on Rhinoplasty”, Vancouver, Canada
2011
Visiting professor to Ganga Hospital, Coimbatore and King George’s Medical College, Lucknow, Gen Sanyal Visiting Professor,
2010
Visiting Professor to Armed Forces Medical College, Pune, Ethicon Visiting Professorship in Microsurgery
Peet Prize for Best paper presented- “Salvage of Chronic Limb Ischaemia by microvascular omental auto transplantation"", Annual Conference Association of Plastic Surgeons of India, Goa
1999
Gold Medal by Punjab University, Chandigarh (MBBS), CMC Ludhiana, Punjab University
1983
Distinction in MS (Surgery), CMC Ludhiana, Punjab University,
1980
Gave a “Master class on Rhinoplasty”, Vancouver, Canada
2011
Visiting professor to Ganga Hospital, Coimbatore and King George’s Medical College, Lucknow, Gen Sanyal Visiting Professor,
2010
Visiting Professor to Armed Forces Medical College, Pune, Ethicon Visiting Professorship in Microsurgery
Peet Prize for Best paper presented- “Salvage of Chronic Limb Ischaemia by microvascular omental auto transplantation"", Annual Conference Association of Plastic Surgeons of India, Goa
1999
Gold Medal by Punjab University, Chandigarh (MBBS), CMC Ludhiana, Punjab University
1983
Distinction in MS (Surgery), CMC Ludhiana, Punjab University,
1980"
Medanta018,Medanta,Dr. Randeep Guleria,Chairman,Sleep Disorder | Metabolic Syndrome | Interventional Pulmonology | Critical Care | Internal Medicine | D.M. (Pulmonary Medicine) | M.D. (Medicine) | MBBS,Internal Medicine,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-randeep-guleria,"About Dr. Randeep Guleria

First DM in Pulmonary Medicine, Critical Care and Sleep Medicine.
Honoured with prestigious Padma Shri in 2015 & Dr. B.C. Roy award for Eminent medical person in 2014.
Ex-Director, All India Institute of Medical Sciences, New Delhi & Member of the National Task Force & Empowered group for the Govt. of India for COVID-19

Dr. Randeep Guleria is the chairman of the Institute of Internal Medicine & Respiratory and Sleep Medicine and Director of Medanta Medical School. Prior to this, he was leading AIIMS, New Delhi as Director for around 5 years. He is the former Professor and Head of Pulmonary Medicine & Sleep Disorders at the All India Institute of Medical Sciences (AIIMS), New Delhi. He was the recipient of the prestigious Padma Shri in 2015 in the field of medicine. He has been awarded the prestigious Dr. B. C. Roy National Award for Eminent Medical person for the year 2014 and the Lung India Award for the bes... Continue Reading","Milestones Achieved
Awarded the Indian Chest Society ICS- Dr C.V. Ramakrishnan oration award 2011 for his outstanding contribution in the field of Pulmonary Medicine.
2011
Awarded Prof. Dr. P.S. Shankar Oration award at the 16th National Scientific Conference of Environmental and Respiratory Diseases NESCON 2011.
2011
Awarded fellow of National Medical Science Academy for the year 2009.
2009
Awarded Swastha Bharat Samman for Medicine by LIC and Zee TV for theyear 2010.
2010
Recipient of the prestigious ""Padma Sri"", the fourth highest Indian civilian award in 2015 in the field of Medicine.
2015
Awarded the Lung India Award for the best original article in Lung India by the Indian Chest Society in 2014,
2014
Awarded the Dr. Reddy Chest Oration by the National College of Chest Physicians (India) in 2013.
2013
Awarded Himachal Gaurav Puraskar for the year 2011.
2011
Awarded the Indian Chest Society ICS- Dr C.V. Ramakrishnan oration award 2011 for his outstanding contribution in the field of Pulmonary Medicine.
2011
Awarded Prof. Dr. P.S. Shankar Oration award at the 16th National Scientific Conference of Environmental and Respiratory Diseases NESCON 2011.
2011
Awarded fellow of National Medical Science Academy for the year 2009.
2009
Awarded Swastha Bharat Samman for Medicine by LIC and Zee TV for theyear 2010.
2010
Recipient of the prestigious ""Padma Sri"", the fourth highest Indian civilian award in 2015 in the field of Medicine.
2015
Awarded the Lung India Award for the best original article in Lung India by the Indian Chest Society in 2014,
2014
Awarded the Dr. Reddy Chest Oration by the National College of Chest Physicians (India) in 2013.
2013
Awarded Himachal Gaurav Puraskar for the year 2011.
2011
Awarded the Indian Chest Society ICS- Dr C.V. Ramakrishnan oration award 2011 for his outstanding contribution in the field of Pulmonary Medicine.
2011
Awarded Prof. Dr. P.S. Shankar Oration award at the 16th National Scientific Conference of Environmental and Respiratory Diseases NESCON 2011.
2011
Awarded fellow of National Medical Science Academy for the year 2009.
2009
Awarded Swastha Bharat Samman for Medicine by LIC and Zee TV for theyear 2010.
2010"
Medanta019,Medanta,Dr. Randhir Sud,Chairman,GI Endoscopy | GI Oncology | Hepatic Diseases | Gastroenterology | Visiting Fellowship in ERCP | D.M. (Gastroenterology) | M.D. (General Medicine) | M.B.B.S.,Gastrosciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-randhir-sud,"About Dr. Randhir Sud

Credited with establishing and integrating therapy with GI Endoscopy in India
Pioneered various treatment options in the field of Gastroenterology, Gastro Intestinal Cancers and Hepatic diseases
Gold medalist and “Master in Endoscopy” as conferred by Indian Society of Gastroenterology

A gold medalist and Master in Endoscopy as conferred by Indian Society of Gastroenterology, Padma Shri Dr. Randhir Sud is credited with establishing and integrating therapy with GI Endoscopy in India through training and live workshops. Conducting Original research in new endoscopic devices and techniques, Dr. Sud has also pioneered various treatment options in the field of Gastroenterology, Gastro Intestinal Cancers and Hepatic diseases.","Milestones Achieved
Silver Medal for standing First in Clinical Medicine Examination
-
Bronze Medal for standing Second in Surgery in final Professional M.B.B.S. Examination
-
First Prize for Standing First in Final Professional M.B.B.S Examination
-
University Gold Medal and Certificate of Merit for standing First in Final M.B.B.S Guru Nanak Dev University Punjab
-
Membership of Faculty of 1000 medicine
2005
Conferred Visiting Professorship, University of Texas Medical Branch
2005
Indian Society of Gastroenterology “Master in Endoscopy” gold medal
2004
Awarded Bharat Ratna Priyadarshini award by Delhi University
2004
Awarded Fellowship of International Academy of Medical Specialities
2000
Conferred Visiting Professorship, Harvard Medical School
1999
First Prize for standing first in First Professional M.B.B.S Examination
-
Bronze Medal for standing second in Anatomy in First Professional M.B.B.S Examination
-
Bronze Medal for standing second in Physiology in First Professional M.B.B.S Examination
-
Silver Medal for standing first in Pathology and Microbiology in Second Professional M.B.B.S Examination
-
Silver Medal for standing First in ENT in Final Professional Examination
-
Silver Medal for standing First in Medicine in Final M.B.B.S Examination
-
Silver Medal for standing First in Clinical Medicine Examination
-
Bronze Medal for standing Second in Surgery in final Professional M.B.B.S. Examination
-
First Prize for Standing First in Final Professional M.B.B.S Examination
-
University Gold Medal and Certificate of Merit for standing First in Final M.B.B.S Guru Nanak Dev University Punjab
-
Membership of Faculty of 1000 medicine
2005
Conferred Visiting Professorship, University of Texas Medical Branch
2005
Indian Society of Gastroenterology “Master in Endoscopy” gold medal
2004
Awarded Bharat Ratna Priyadarshini award by Delhi University
2004
Awarded Fellowship of International Academy of Medical Specialities
2000
Conferred Visiting Professorship, Harvard Medical School
1999
First Prize for standing first in First Professional M.B.B.S Examination
-
Bronze Medal for standing second in Anatomy in First Professional M.B.B.S Examination
-
Bronze Medal for standing second in Physiology in First Professional M.B.B.S Examination
-
Silver Medal for standing first in Pathology and Microbiology in Second Professional M.B.B.S Examination
-
Silver Medal for standing First in ENT in Final Professional Examination
-
Silver Medal for standing First in Medicine in Final M.B.B.S Examination
-
Silver Medal for standing First in Clinical Medicine Examination
-
Bronze Medal for standing Second in Surgery in final Professional M.B.B.S. Examination
-
First Prize for Standing First in Final Professional M.B.B.S Examination
-
University Gold Medal and Certificate of Merit for standing First in Final M.B.B.S Guru Nanak Dev University Punjab
-"
Medanta020,Medanta,Dr. Sabhyata Gupta,Chairperson,Robotic Gynaecological Surgery | Colposcopy | Advanced Gynae Laprosocpy | Gynae Oncology | MD (gynecology) | Robotic Gynaecological surgery training | Observership training programme in Uro-gynaecological Oncology | Diploma-Gynaecological Endoscopic Surgery | Indo German Training Course in “Advanced Endoscopic Surgery in gynecology | MBBS,Gynaecology and GynaeOncology,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gynaecology-and-gynaeoncology/doctor/dr-sabhyata-gupta,"About Dr. Sabhyata Gupta

First gynecologist to perform robotic gynaecological surgery for cancerous and benign (non-cancerous) gynaecological conditions in India
Recieved ‘Arch of Excellence Award (Medicare)’ at All India Achievers’ conference, Delhi, for the year 2009
Member of the International Gynaecological Cancer Society and the European Society of Gynaecological Oncology

Dr. Sabhyata Gupta is the first gynecologist in India to perform robotic gynaecological surgery for cancerous and benign (non-cancerous) gynaecological conditions, Dr. Guptas numerous specializations include gynaec oncology, colposcopy, advanced gynaec laparoscopy, robotic surgery and hysteroscopy. She is also a member of the International Gynaecological Cancer Society, the European Society of Gynaecological Oncology, the Federation of Obstetrics & gynecology Societies of India and the Indian Medical Association.","Milestones Achieved
Bharat Excellence Award & Gold Medal Conferred by the “Friendship Forum of India”, Delhi
2009
Rising Personalities of India & Gold Award by “International Penguin Publishing House”, Delhi
2009
Pride of India Gold Award Conferred by the “Friendship Forum Of India”, Delhi
2009
Arch of Excellence Award (Medicare) at All India Achievers conference, Delhi
2009
Bharat Jyoti Award Conferred By “India International Friendship Society”, Delhi
2009
Bharat Excellence Award & Gold Medal Conferred by the “Friendship Forum of India”, Delhi
2009
Rising Personalities of India & Gold Award by “International Penguin Publishing House”, Delhi
2009
Pride of India Gold Award Conferred by the “Friendship Forum Of India”, Delhi
2009
Arch of Excellence Award (Medicare) at All India Achievers conference, Delhi
2009
Bharat Jyoti Award Conferred By “India International Friendship Society”, Delhi
2009
Bharat Excellence Award & Gold Medal Conferred by the “Friendship Forum of India”, Delhi
2009
Rising Personalities of India & Gold Award by “International Penguin Publishing House”, Delhi
2009
Pride of India Gold Award Conferred by the “Friendship Forum Of India”, Delhi
2009
Arch of Excellence Award (Medicare) at All India Achievers conference, Delhi
2009"
